Well,Fluid,Date,Rate
HOMOL-4,Qo,01/07/2008,6037.3
HOMOL-41,Qo,01/07/2008,0
HOMOL-45,Qo,01/07/2008,0
HOMOL-47,Qo,01/07/2008,0
HOMOL-49,Qo,01/07/2008,0
HOMOL-61DES,Qo,01/07/2008,0
HOMOL-62,Qo,01/07/2008,0
HOMOL-63,Qo,01/07/2008,0
HOMOL-1,Qg,01/07/2008,7888.2
HOMOL-102,Qg,01/07/2008,0
HOMOL-21,Qg,01/07/2008,0
HOMOL-3,Qg,01/07/2008,3259
HOMOL-4,Qg,01/07/2008,6487.1
HOMOL-41,Qg,01/07/2008,0
HOMOL-45,Qg,01/07/2008,0
HOMOL-47,Qg,01/07/2008,0
HOMOL-49,Qg,01/07/2008,0
HOMOL-61DES,Qg,01/07/2008,0
HOMOL-62,Qg,01/07/2008,0
HOMOL-63,Qg,01/07/2008,0
HOMOL-1,Qw,01/07/2008,0
HOMOL-102,Qw,01/07/2008,0
HOMOL-21,Qw,01/07/2008,0
HOMOL-3,Qw,01/07/2008,1295.3
HOMOL-4,Qw,01/07/2008,7.3
HOMOL-41,Qw,01/07/2008,0
HOMOL-45,Qw,01/07/2008,0
HOMOL-47,Qw,01/07/2008,0
HOMOL-49,Qw,01/07/2008,0
HOMOL-61DES,Qw,01/07/2008,0
HOMOL-62,Qw,01/07/2008,0
HOMOL-63,Qw,01/07/2008,0
HOMOL-1,Qo,01/08/2008,7692.4
HOMOL-102,Qo,01/08/2008,0
HOMOL-21,Qo,01/08/2008,0
HOMOL-3,Qo,01/08/2008,1964.9
HOMOL-4,Qo,01/08/2008,6208
HOMOL-41,Qo,01/08/2008,0
HOMOL-45,Qo,01/08/2008,0
HOMOL-47,Qo,01/08/2008,0
HOMOL-49,Qo,01/08/2008,0
HOMOL-61DES,Qo,01/08/2008,0
HOMOL-62,Qo,01/08/2008,0
HOMOL-63,Qo,01/08/2008,0
HOMOL-1,Qg,01/08/2008,8146.4
HOMOL-102,Qg,01/08/2008,0
HOMOL-21,Qg,01/08/2008,0
HOMOL-3,Qg,01/08/2008,3089
HOMOL-4,Qg,01/08/2008,6699.4
HOMOL-41,Qg,01/08/2008,0
HOMOL-45,Qg,01/08/2008,0
HOMOL-47,Qg,01/08/2008,0
HOMOL-49,Qg,01/08/2008,0
HOMOL-61DES,Qg,01/08/2008,0
HOMOL-62,Qg,01/08/2008,0
HOMOL-63,Qg,01/08/2008,0
HOMOL-1,Qw,01/08/2008,0
HOMOL-102,Qw,01/08/2008,0
HOMOL-21,Qw,01/08/2008,0
HOMOL-3,Qw,01/08/2008,1124.6
HOMOL-4,Qw,01/08/2008,7.5
HOMOL-41,Qw,01/08/2008,0
HOMOL-45,Qw,01/08/2008,0
HOMOL-47,Qw,01/08/2008,0
HOMOL-49,Qw,01/08/2008,0
HOMOL-61DES,Qw,01/08/2008,0
HOMOL-62,Qw,01/08/2008,0
HOMOL-63,Qw,01/08/2008,0
HOMOL-1,Qo,01/09/2008,7692.4
HOMOL-102,Qo,01/09/2008,0
HOMOL-21,Qo,01/09/2008,0
HOMOL-3,Qo,01/09/2008,1704.5
HOMOL-4,Qo,01/09/2008,6208
HOMOL-41,Qo,01/09/2008,0
HOMOL-45,Qo,01/09/2008,0
HOMOL-47,Qo,01/09/2008,0
HOMOL-49,Qo,01/09/2008,0
HOMOL-61DES,Qo,01/09/2008,0
HOMOL-62,Qo,01/09/2008,0
HOMOL-63,Qo,01/09/2008,0
HOMOL-1,Qg,01/09/2008,8143.6
HOMOL-102,Qg,01/09/2008,0
HOMOL-21,Qg,01/09/2008,0
HOMOL-3,Qg,01/09/2008,2669.8
HOMOL-4,Qg,01/09/2008,6822.8
HOMOL-41,Qg,01/09/2008,0
HOMOL-45,Qg,01/09/2008,0
HOMOL-47,Qg,01/09/2008,0
HOMOL-49,Qg,01/09/2008,0
HOMOL-61DES,Qg,01/09/2008,0
HOMOL-62,Qg,01/09/2008,0
HOMOL-63,Qg,01/09/2008,0
HOMOL-1,Qw,01/09/2008,0
HOMOL-102,Qw,01/09/2008,0
HOMOL-21,Qw,01/09/2008,0
HOMOL-3,Qw,01/09/2008,1101.9
HOMOL-4,Qw,01/09/2008,0
HOMOL-41,Qw,01/09/2008,0
HOMOL-45,Qw,01/09/2008,0
HOMOL-47,Qw,01/09/2008,0
HOMOL-49,Qw,01/09/2008,0
HOMOL-61DES,Qw,01/09/2008,0
HOMOL-62,Qw,01/09/2008,0
HOMOL-63,Qw,01/09/2008,0
HOMOL-1,Qo,01/10/2008,8073.3
HOMOL-102,Qo,01/10/2008,0
HOMOL-21,Qo,01/10/2008,0
HOMOL-3,Qo,01/10/2008,1788.9
HOMOL-4,Qo,01/10/2008,6515.4
HOMOL-41,Qo,01/10/2008,0
HOMOL-45,Qo,01/10/2008,0
HOMOL-47,Qo,01/10/2008,0
HOMOL-49,Qo,01/10/2008,0
HOMOL-61DES,Qo,01/10/2008,0
HOMOL-62,Qo,01/10/2008,0
HOMOL-63,Qo,01/10/2008,0
HOMOL-1,Qg,01/10/2008,8514.2
HOMOL-102,Qg,01/10/2008,0
HOMOL-21,Qg,01/10/2008,0
HOMOL-3,Qg,01/10/2008,2650.3
HOMOL-4,Qg,01/10/2008,7346.6
HOMOL-41,Qg,01/10/2008,0
HOMOL-45,Qg,01/10/2008,0
HOMOL-47,Qg,01/10/2008,0
HOMOL-49,Qg,01/10/2008,0
HOMOL-61DES,Qg,01/10/2008,0
HOMOL-62,Qg,01/10/2008,0
HOMOL-63,Qg,01/10/2008,0
HOMOL-1,Qw,01/10/2008,0
HOMOL-102,Qw,01/10/2008,0
HOMOL-21,Qw,01/10/2008,0
HOMOL-3,Qw,01/10/2008,859.5
HOMOL-4,Qw,01/10/2008,0
HOMOL-41,Qw,01/10/2008,0
HOMOL-45,Qw,01/10/2008,0
HOMOL-47,Qw,01/10/2008,0
HOMOL-49,Qw,01/10/2008,0
HOMOL-61DES,Qw,01/10/2008,0
HOMOL-62,Qw,01/10/2008,0
HOMOL-63,Qw,01/10/2008,0
HOMOL-1,Qo,01/11/2008,8428.3
HOMOL-102,Qo,01/11/2008,0
HOMOL-21,Qo,01/11/2008,0
HOMOL-3,Qo,01/11/2008,1511.6
HOMOL-4,Qo,01/11/2008,6805.6
HOMOL-41,Qo,01/11/2008,0
HOMOL-45,Qo,01/11/2008,0
HOMOL-47,Qo,01/11/2008,0
HOMOL-49,Qo,01/11/2008,0
HOMOL-61DES,Qo,01/11/2008,0
HOMOL-62,Qo,01/11/2008,0
HOMOL-63,Qo,01/11/2008,0
HOMOL-1,Qg,01/11/2008,8986.8
HOMOL-102,Qg,01/11/2008,0
HOMOL-21,Qg,01/11/2008,0
HOMOL-3,Qg,01/11/2008,2296.6
HOMOL-4,Qg,01/11/2008,7638.9
HOMOL-41,Qg,01/11/2008,0
HOMOL-45,Qg,01/11/2008,0
HOMOL-47,Qg,01/11/2008,0
HOMOL-49,Qg,01/11/2008,0
HOMOL-61DES,Qg,01/11/2008,0
HOMOL-62,Qg,01/11/2008,0
HOMOL-63,Qg,01/11/2008,0
HOMOL-1,Qw,01/11/2008,0
HOMOL-102,Qw,01/11/2008,0
HOMOL-21,Qw,01/11/2008,0
HOMOL-3,Qw,01/11/2008,905.7
HOMOL-4,Qw,01/11/2008,0
HOMOL-41,Qw,01/11/2008,0
HOMOL-45,Qw,01/11/2008,0
HOMOL-47,Qw,01/11/2008,0
HOMOL-49,Qw,01/11/2008,0
HOMOL-61DES,Qw,01/11/2008,0
HOMOL-62,Qw,01/11/2008,0
HOMOL-63,Qw,01/11/2008,0
HOMOL-1,Qo,01/12/2008,8066.6
HOMOL-102,Qo,01/12/2008,0
HOMOL-21,Qo,01/12/2008,0
HOMOL-3,Qo,01/12/2008,1088.3
HOMOL-4,Qo,01/12/2008,6795.6
HOMOL-41,Qo,01/12/2008,0
HOMOL-45,Qo,01/12/2008,0
HOMOL-47,Qo,01/12/2008,0
HOMOL-49,Qo,01/12/2008,0
HOMOL-61DES,Qo,01/12/2008,0
HOMOL-62,Qo,01/12/2008,0
HOMOL-63,Qo,01/12/2008,0
HOMOL-1,Qg,01/12/2008,9096.8
HOMOL-102,Qg,01/12/2008,0
HOMOL-21,Qg,01/12/2008,0
HOMOL-3,Qg,01/12/2008,1338.3
HOMOL-4,Qg,01/12/2008,8025
HOMOL-41,Qg,01/12/2008,0
HOMOL-45,Qg,01/12/2008,0
HOMOL-47,Qg,01/12/2008,0
HOMOL-49,Qg,01/12/2008,0
HOMOL-61DES,Qg,01/12/2008,0
HOMOL-62,Qg,01/12/2008,0
HOMOL-63,Qg,01/12/2008,0
HOMOL-1,Qw,01/12/2008,0
HOMOL-102,Qw,01/12/2008,0
HOMOL-21,Qw,01/12/2008,0
HOMOL-3,Qw,01/12/2008,923.6
HOMOL-4,Qw,01/12/2008,0
HOMOL-41,Qw,01/12/2008,0
HOMOL-45,Qw,01/12/2008,0
HOMOL-47,Qw,01/12/2008,0
HOMOL-49,Qw,01/12/2008,0
HOMOL-61DES,Qw,01/12/2008,0
HOMOL-62,Qw,01/12/2008,0
HOMOL-63,Qw,01/12/2008,0
HOMOL-1,Qo,01/01/2009,7983.5
HOMOL-102,Qo,01/01/2009,0
HOMOL-21,Qo,01/01/2009,0
HOMOL-3,Qo,01/01/2009,609.3
HOMOL-4,Qo,01/01/2009,6796.3
HOMOL-41,Qo,01/01/2009,0
HOMOL-45,Qo,01/01/2009,0
HOMOL-47,Qo,01/01/2009,0
HOMOL-49,Qo,01/01/2009,0
HOMOL-61DES,Qo,01/01/2009,0
HOMOL-62,Qo,01/01/2009,0
HOMOL-63,Qo,01/01/2009,0
HOMOL-1,Qg,01/01/2009,9030.7
HOMOL-102,Qg,01/01/2009,0
HOMOL-21,Qg,01/01/2009,0
HOMOL-3,Qg,01/01/2009,909.8
HOMOL-4,Qg,01/01/2009,8068.1
HOMOL-41,Qg,01/01/2009,0
HOMOL-45,Qg,01/01/2009,0
HOMOL-47,Qg,01/01/2009,0
HOMOL-49,Qg,01/01/2009,0
HOMOL-61DES,Qg,01/01/2009,0
HOMOL-62,Qg,01/01/2009,0
HOMOL-63,Qg,01/01/2009,0
HOMOL-1,Qw,01/01/2009,0
HOMOL-102,Qw,01/01/2009,0
HOMOL-21,Qw,01/01/2009,0
HOMOL-3,Qw,01/01/2009,716.6
HOMOL-4,Qw,01/01/2009,0
HOMOL-41,Qw,01/01/2009,0
HOMOL-45,Qw,01/01/2009,0
HOMOL-47,Qw,01/01/2009,0
HOMOL-49,Qw,01/01/2009,0
HOMOL-61DES,Qw,01/01/2009,0
HOMOL-62,Qw,01/01/2009,0
HOMOL-63,Qw,01/01/2009,0
HOMOL-1,Qo,01/02/2009,7994.3
HOMOL-102,Qo,01/02/2009,0
HOMOL-21,Qo,01/02/2009,0
HOMOL-3,Qo,01/02/2009,610.1
HOMOL-4,Qo,01/02/2009,6805.6
HOMOL-41,Qo,01/02/2009,0
HOMOL-45,Qo,01/02/2009,0
HOMOL-47,Qo,01/02/2009,0
HOMOL-49,Qo,01/02/2009,0
HOMOL-61DES,Qo,01/02/2009,0
HOMOL-62,Qo,01/02/2009,0
HOMOL-63,Qo,01/02/2009,0
HOMOL-1,Qg,01/02/2009,9044.1
HOMOL-102,Qg,01/02/2009,0
HOMOL-21,Qg,01/02/2009,0
HOMOL-3,Qg,01/02/2009,911.1
HOMOL-4,Qg,01/02/2009,8080
HOMOL-41,Qg,01/02/2009,0
HOMOL-45,Qg,01/02/2009,0
HOMOL-47,Qg,01/02/2009,0
HOMOL-49,Qg,01/02/2009,0
HOMOL-61DES,Qg,01/02/2009,0
HOMOL-62,Qg,01/02/2009,0
HOMOL-63,Qg,01/02/2009,0
HOMOL-1,Qw,01/02/2009,0
HOMOL-102,Qw,01/02/2009,0
HOMOL-21,Qw,01/02/2009,0
HOMOL-3,Qw,01/02/2009,751.9
HOMOL-4,Qw,01/02/2009,0
HOMOL-41,Qw,01/02/2009,0
HOMOL-45,Qw,01/02/2009,0
HOMOL-47,Qw,01/02/2009,0
HOMOL-49,Qw,01/02/2009,0
HOMOL-61DES,Qw,01/02/2009,0
HOMOL-62,Qw,01/02/2009,0
HOMOL-63,Qw,01/02/2009,0
HOMOL-1,Qo,01/03/2009,7994.3
HOMOL-102,Qo,01/03/2009,0
HOMOL-21,Qo,01/03/2009,0
HOMOL-3,Qo,01/03/2009,610.1
HOMOL-4,Qo,01/03/2009,6805.6
HOMOL-41,Qo,01/03/2009,0
HOMOL-45,Qo,01/03/2009,0
HOMOL-47,Qo,01/03/2009,0
HOMOL-49,Qo,01/03/2009,0
HOMOL-61DES,Qo,01/03/2009,0
HOMOL-62,Qo,01/03/2009,0
HOMOL-63,Qo,01/03/2009,0
HOMOL-1,Qg,01/03/2009,9044.1
HOMOL-102,Qg,01/03/2009,0
HOMOL-21,Qg,01/03/2009,0
HOMOL-3,Qg,01/03/2009,911.1
HOMOL-4,Qg,01/03/2009,8080
HOMOL-41,Qg,01/03/2009,0
HOMOL-45,Qg,01/03/2009,0
HOMOL-47,Qg,01/03/2009,0
HOMOL-49,Qg,01/03/2009,0
HOMOL-61DES,Qg,01/03/2009,0
HOMOL-62,Qg,01/03/2009,0
HOMOL-63,Qg,01/03/2009,0
HOMOL-1,Qw,01/03/2009,0
HOMOL-102,Qw,01/03/2009,0
HOMOL-21,Qw,01/03/2009,0
HOMOL-3,Qw,01/03/2009,727.5
HOMOL-4,Qw,01/03/2009,0
HOMOL-41,Qw,01/03/2009,0
HOMOL-45,Qw,01/03/2009,0
HOMOL-47,Qw,01/03/2009,0
HOMOL-49,Qw,01/03/2009,0
HOMOL-61DES,Qw,01/03/2009,0
HOMOL-62,Qw,01/03/2009,0
HOMOL-63,Qw,01/03/2009,0
HOMOL-1,Qo,01/04/2009,7957.3
HOMOL-102,Qo,01/04/2009,0
HOMOL-21,Qo,01/04/2009,0
HOMOL-3,Qo,01/04/2009,495
HOMOL-4,Qo,01/04/2009,6774.1
HOMOL-41,Qo,01/04/2009,0
HOMOL-45,Qo,01/04/2009,0
HOMOL-47,Qo,01/04/2009,0
HOMOL-49,Qo,01/04/2009,0
HOMOL-61DES,Qo,01/04/2009,0
HOMOL-62,Qo,01/04/2009,0
HOMOL-63,Qo,01/04/2009,0
HOMOL-1,Qg,01/04/2009,9015.7
HOMOL-102,Qg,01/04/2009,0
HOMOL-21,Qg,01/04/2009,0
HOMOL-3,Qg,01/04/2009,739
HOMOL-4,Qg,01/04/2009,8054.6
HOMOL-41,Qg,01/04/2009,0
HOMOL-45,Qg,01/04/2009,0
HOMOL-47,Qg,01/04/2009,0
HOMOL-49,Qg,01/04/2009,0
HOMOL-61DES,Qg,01/04/2009,0
HOMOL-62,Qg,01/04/2009,0
HOMOL-63,Qg,01/04/2009,0
HOMOL-1,Qw,01/04/2009,0
HOMOL-102,Qw,01/04/2009,0
HOMOL-21,Qw,01/04/2009,0
HOMOL-3,Qw,01/04/2009,1085.5
HOMOL-4,Qw,01/04/2009,0
HOMOL-41,Qw,01/04/2009,0
HOMOL-45,Qw,01/04/2009,0
HOMOL-47,Qw,01/04/2009,0
HOMOL-49,Qw,01/04/2009,0
HOMOL-61DES,Qw,01/04/2009,0
HOMOL-62,Qw,01/04/2009,0
HOMOL-63,Qw,01/04/2009,0
HOMOL-1,Qo,01/05/2009,5443.1
HOMOL-102,Qo,01/05/2009,0
HOMOL-21,Qo,01/05/2009,0
HOMOL-3,Qo,01/05/2009,237.1
HOMOL-4,Qo,01/05/2009,5374.1
HOMOL-41,Qo,01/05/2009,0
HOMOL-45,Qo,01/05/2009,0
HOMOL-47,Qo,01/05/2009,0
HOMOL-49,Qo,01/05/2009,0
HOMOL-61DES,Qo,01/05/2009,0
HOMOL-62,Qo,01/05/2009,0
HOMOL-63,Qo,01/05/2009,0
HOMOL-1,Qg,01/05/2009,6711.3
HOMOL-102,Qg,01/05/2009,0
HOMOL-21,Qg,01/05/2009,0
HOMOL-3,Qg,01/05/2009,350.9
HOMOL-4,Qg,01/05/2009,5836.8
HOMOL-41,Qg,01/05/2009,0
HOMOL-45,Qg,01/05/2009,0
HOMOL-47,Qg,01/05/2009,0
HOMOL-49,Qg,01/05/2009,0
HOMOL-61DES,Qg,01/05/2009,0
HOMOL-62,Qg,01/05/2009,0
HOMOL-63,Qg,01/05/2009,0
HOMOL-1,Qw,01/05/2009,0
HOMOL-102,Qw,01/05/2009,0
HOMOL-21,Qw,01/05/2009,0
HOMOL-3,Qw,01/05/2009,107.5
HOMOL-4,Qw,01/05/2009,0
HOMOL-41,Qw,01/05/2009,0
HOMOL-45,Qw,01/05/2009,0
HOMOL-47,Qw,01/05/2009,0
HOMOL-49,Qw,01/05/2009,0
HOMOL-61DES,Qw,01/05/2009,0
HOMOL-62,Qw,01/05/2009,0
HOMOL-63,Qw,01/05/2009,0
HOMOL-1,Qo,01/06/2009,7915.2
HOMOL-102,Qo,01/06/2009,0
HOMOL-21,Qo,01/06/2009,0
HOMOL-3,Qo,01/06/2009,458.1
HOMOL-4,Qo,01/06/2009,6712.1
HOMOL-41,Qo,01/06/2009,0
HOMOL-45,Qo,01/06/2009,0
HOMOL-47,Qo,01/06/2009,0
HOMOL-49,Qo,01/06/2009,0
HOMOL-61DES,Qo,01/06/2009,0
HOMOL-62,Qo,01/06/2009,0
HOMOL-63,Qo,01/06/2009,0
HOMOL-1,Qg,01/06/2009,9753.9
HOMOL-102,Qg,01/06/2009,0
HOMOL-21,Qg,01/06/2009,0
HOMOL-3,Qg,01/06/2009,671
HOMOL-4,Qg,01/06/2009,7310.1
HOMOL-41,Qg,01/06/2009,0
HOMOL-45,Qg,01/06/2009,0
HOMOL-47,Qg,01/06/2009,0
HOMOL-49,Qg,01/06/2009,0
HOMOL-61DES,Qg,01/06/2009,0
HOMOL-62,Qg,01/06/2009,0
HOMOL-63,Qg,01/06/2009,0
HOMOL-1,Qw,01/06/2009,0
HOMOL-102,Qw,01/06/2009,0
HOMOL-21,Qw,01/06/2009,0
HOMOL-3,Qw,01/06/2009,579.7
HOMOL-4,Qw,01/06/2009,0
HOMOL-41,Qw,01/06/2009,0
HOMOL-45,Qw,01/06/2009,0
HOMOL-47,Qw,01/06/2009,0
HOMOL-49,Qw,01/06/2009,0
HOMOL-61DES,Qw,01/06/2009,0
HOMOL-62,Qw,01/06/2009,0
HOMOL-63,Qw,01/06/2009,0
HOMOL-1,Qo,01/07/2009,7889.3
HOMOL-102,Qo,01/07/2009,0
HOMOL-21,Qo,01/07/2009,0
HOMOL-3,Qo,01/07/2009,458.6
HOMOL-4,Qo,01/07/2009,6723.8
HOMOL-41,Qo,01/07/2009,0
HOMOL-45,Qo,01/07/2009,0
HOMOL-47,Qo,01/07/2009,0
HOMOL-49,Qo,01/07/2009,0
HOMOL-61DES,Qo,01/07/2009,0
HOMOL-62,Qo,01/07/2009,0
HOMOL-63,Qo,01/07/2009,0
HOMOL-1,Qg,01/07/2009,9663.2
HOMOL-102,Qg,01/07/2009,0
HOMOL-21,Qg,01/07/2009,0
HOMOL-3,Qg,01/07/2009,667.3
HOMOL-4,Qg,01/07/2009,7269.5
HOMOL-41,Qg,01/07/2009,0
HOMOL-45,Qg,01/07/2009,0
HOMOL-47,Qg,01/07/2009,0
HOMOL-49,Qg,01/07/2009,0
HOMOL-61DES,Qg,01/07/2009,0
HOMOL-62,Qg,01/07/2009,0
HOMOL-63,Qg,01/07/2009,0
HOMOL-1,Qw,01/07/2009,0
HOMOL-102,Qw,01/07/2009,0
HOMOL-21,Qw,01/07/2009,0
HOMOL-3,Qw,01/07/2009,569.1
HOMOL-4,Qw,01/07/2009,0
HOMOL-41,Qw,01/07/2009,0
HOMOL-45,Qw,01/07/2009,0
HOMOL-47,Qw,01/07/2009,0
HOMOL-49,Qw,01/07/2009,0
HOMOL-61DES,Qw,01/07/2009,0
HOMOL-62,Qw,01/07/2009,0
HOMOL-63,Qw,01/07/2009,0
HOMOL-1,Qo,01/08/2009,7658.5
HOMOL-102,Qo,01/08/2009,0
HOMOL-21,Qo,01/08/2009,0
HOMOL-3,Qo,01/08/2009,459.2
HOMOL-4,Qo,01/08/2009,6525.7
HOMOL-41,Qo,01/08/2009,0
HOMOL-45,Qo,01/08/2009,0
HOMOL-47,Qo,01/08/2009,0
HOMOL-49,Qo,01/08/2009,0
HOMOL-61DES,Qo,01/08/2009,0
HOMOL-62,Qo,01/08/2009,0
HOMOL-63,Qo,01/08/2009,0
HOMOL-1,Qg,01/08/2009,9308.4
HOMOL-102,Qg,01/08/2009,0
HOMOL-21,Qg,01/08/2009,0
HOMOL-3,Qg,01/08/2009,664.8
HOMOL-4,Qg,01/08/2009,7035
HOMOL-41,Qg,01/08/2009,0
HOMOL-45,Qg,01/08/2009,0
HOMOL-47,Qg,01/08/2009,0
HOMOL-49,Qg,01/08/2009,0
HOMOL-61DES,Qg,01/08/2009,0
HOMOL-62,Qg,01/08/2009,0
HOMOL-63,Qg,01/08/2009,0
HOMOL-1,Qw,01/08/2009,0
HOMOL-102,Qw,01/08/2009,0
HOMOL-21,Qw,01/08/2009,0
HOMOL-3,Qw,01/08/2009,690.6
HOMOL-4,Qw,01/08/2009,0
HOMOL-41,Qw,01/08/2009,0
HOMOL-45,Qw,01/08/2009,0
HOMOL-47,Qw,01/08/2009,0
HOMOL-49,Qw,01/08/2009,0
HOMOL-61DES,Qw,01/08/2009,0
HOMOL-62,Qw,01/08/2009,0
HOMOL-63,Qw,01/08/2009,0
HOMOL-1,Qo,01/09/2009,7591.8
HOMOL-102,Qo,01/09/2009,0
HOMOL-21,Qo,01/09/2009,0
HOMOL-3,Qo,01/09/2009,459.2
HOMOL-4,Qo,01/09/2009,6491.1
HOMOL-41,Qo,01/09/2009,0
HOMOL-45,Qo,01/09/2009,0
HOMOL-47,Qo,01/09/2009,0
HOMOL-49,Qo,01/09/2009,0
HOMOL-61DES,Qo,01/09/2009,0
HOMOL-62,Qo,01/09/2009,0
HOMOL-63,Qo,01/09/2009,0
HOMOL-1,Qg,01/09/2009,9185.8
HOMOL-102,Qg,01/09/2009,0
HOMOL-21,Qg,01/09/2009,0
HOMOL-3,Qg,01/09/2009,670.9
HOMOL-4,Qg,01/09/2009,6971.5
HOMOL-41,Qg,01/09/2009,0
HOMOL-45,Qg,01/09/2009,0
HOMOL-47,Qg,01/09/2009,0
HOMOL-49,Qg,01/09/2009,0
HOMOL-61DES,Qg,01/09/2009,0
HOMOL-62,Qg,01/09/2009,0
HOMOL-63,Qg,01/09/2009,0
HOMOL-1,Qw,01/09/2009,0
HOMOL-102,Qw,01/09/2009,0
HOMOL-21,Qw,01/09/2009,0
HOMOL-3,Qw,01/09/2009,772.2
HOMOL-4,Qw,01/09/2009,0
HOMOL-41,Qw,01/09/2009,0
HOMOL-45,Qw,01/09/2009,0
HOMOL-47,Qw,01/09/2009,0
HOMOL-49,Qw,01/09/2009,0
HOMOL-61DES,Qw,01/09/2009,0
HOMOL-62,Qw,01/09/2009,0
HOMOL-63,Qw,01/09/2009,0
HOMOL-1,Qo,01/10/2009,7981.1
HOMOL-102,Qo,01/10/2009,0
HOMOL-21,Qo,01/10/2009,0
HOMOL-3,Qo,01/10/2009,481.9
HOMOL-4,Qo,01/10/2009,6824
HOMOL-41,Qo,01/10/2009,0
HOMOL-45,Qo,01/10/2009,0
HOMOL-47,Qo,01/10/2009,0
HOMOL-49,Qo,01/10/2009,0
HOMOL-61DES,Qo,01/10/2009,0
HOMOL-62,Qo,01/10/2009,0
HOMOL-63,Qo,01/10/2009,0
HOMOL-1,Qg,01/10/2009,9185.8
HOMOL-102,Qg,01/10/2009,0
HOMOL-21,Qg,01/10/2009,0
HOMOL-3,Qg,01/10/2009,670.9
HOMOL-4,Qg,01/10/2009,6971.5
HOMOL-41,Qg,01/10/2009,0
HOMOL-45,Qg,01/10/2009,0
HOMOL-47,Qg,01/10/2009,0
HOMOL-49,Qg,01/10/2009,0
HOMOL-61DES,Qg,01/10/2009,0
HOMOL-62,Qg,01/10/2009,0
HOMOL-63,Qg,01/10/2009,0
HOMOL-1,Qw,01/10/2009,0
HOMOL-102,Qw,01/10/2009,0
HOMOL-21,Qw,01/10/2009,0
HOMOL-3,Qw,01/10/2009,653.1
HOMOL-4,Qw,01/10/2009,0
HOMOL-41,Qw,01/10/2009,0
HOMOL-45,Qw,01/10/2009,0
HOMOL-47,Qw,01/10/2009,0
HOMOL-49,Qw,01/10/2009,0
HOMOL-61DES,Qw,01/10/2009,0
HOMOL-62,Qw,01/10/2009,0
HOMOL-63,Qw,01/10/2009,0
HOMOL-1,Qo,01/11/2009,7578.7
HOMOL-102,Qo,01/11/2009,0
HOMOL-21,Qo,01/11/2009,0
HOMOL-3,Qo,01/11/2009,483.5
HOMOL-4,Qo,01/11/2009,6479.8
HOMOL-41,Qo,01/11/2009,0
HOMOL-45,Qo,01/11/2009,0
HOMOL-47,Qo,01/11/2009,0
HOMOL-49,Qo,01/11/2009,0
HOMOL-61DES,Qo,01/11/2009,0
HOMOL-62,Qo,01/11/2009,0
HOMOL-63,Qo,01/11/2009,0
HOMOL-1,Qg,01/11/2009,9166.8
HOMOL-102,Qg,01/11/2009,0
HOMOL-21,Qg,01/11/2009,0
HOMOL-3,Qg,01/11/2009,704.4
HOMOL-4,Qg,01/11/2009,6957
HOMOL-41,Qg,01/11/2009,0
HOMOL-45,Qg,01/11/2009,0
HOMOL-47,Qg,01/11/2009,0
HOMOL-49,Qg,01/11/2009,0
HOMOL-61DES,Qg,01/11/2009,0
HOMOL-62,Qg,01/11/2009,0
HOMOL-63,Qg,01/11/2009,0
HOMOL-1,Qw,01/11/2009,0
HOMOL-102,Qw,01/11/2009,0
HOMOL-21,Qw,01/11/2009,0
HOMOL-3,Qw,01/11/2009,1363.3
HOMOL-4,Qw,01/11/2009,0
HOMOL-41,Qw,01/11/2009,0
HOMOL-45,Qw,01/11/2009,0
HOMOL-47,Qw,01/11/2009,0
HOMOL-49,Qw,01/11/2009,0
HOMOL-61DES,Qw,01/11/2009,0
HOMOL-62,Qw,01/11/2009,0
HOMOL-63,Qw,01/11/2009,0
HOMOL-1,Qo,01/12/2009,7578.7
HOMOL-102,Qo,01/12/2009,0
HOMOL-21,Qo,01/12/2009,0
HOMOL-3,Qo,01/12/2009,483.5
HOMOL-4,Qo,01/12/2009,6479.8
HOMOL-41,Qo,01/12/2009,0
HOMOL-45,Qo,01/12/2009,0
HOMOL-47,Qo,01/12/2009,0
HOMOL-49,Qo,01/12/2009,0
HOMOL-61DES,Qo,01/12/2009,0
HOMOL-62,Qo,01/12/2009,0
HOMOL-63,Qo,01/12/2009,0
HOMOL-1,Qg,01/12/2009,9166.8
HOMOL-102,Qg,01/12/2009,0
HOMOL-21,Qg,01/12/2009,0
HOMOL-3,Qg,01/12/2009,704.4
HOMOL-4,Qg,01/12/2009,6957
HOMOL-41,Qg,01/12/2009,0
HOMOL-45,Qg,01/12/2009,0
HOMOL-47,Qg,01/12/2009,0
HOMOL-49,Qg,01/12/2009,0
HOMOL-61DES,Qg,01/12/2009,0
HOMOL-62,Qg,01/12/2009,0
HOMOL-63,Qg,01/12/2009,0
HOMOL-1,Qw,01/12/2009,0
HOMOL-102,Qw,01/12/2009,0
HOMOL-21,Qw,01/12/2009,0
HOMOL-3,Qw,01/12/2009,1224.5
HOMOL-4,Qw,01/12/2009,0
HOMOL-41,Qw,01/12/2009,0
HOMOL-45,Qw,01/12/2009,0
HOMOL-47,Qw,01/12/2009,0
HOMOL-49,Qw,01/12/2009,0
HOMOL-61DES,Qw,01/12/2009,0
HOMOL-62,Qw,01/12/2009,0
HOMOL-63,Qw,01/12/2009,0
HOMOL-1,Qo,01/01/2010,7568.1
